Date,Source,Site.ID,POC,Daily.Max.1.hour.SO2.Concentration,UNITS,DAILY_AQI_VALUE,Site.Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
12/19/2016,AQS,360130006,1,2.2,ppb,3,DUNKIRK,23,96,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/20/2016,AQS,360130006,1,1.4,ppb,1,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/21/2016,AQS,360130006,1,2.1,ppb,3,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/22/2016,AQS,360130006,1,1.8,ppb,1,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/23/2016,AQS,360130006,1,2.2,ppb,3,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/24/2016,AQS,360130006,1,2.2,ppb,3,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/25/2016,AQS,360130006,1,0.7,ppb,0,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/26/2016,AQS,360130006,1,0.6,ppb,0,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/27/2016,AQS,360130006,1,0.4,ppb,0,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/28/2016,AQS,360130006,1,0.8,ppb,0,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/29/2016,AQS,360130006,1,2.2,ppb,3,DUNKIRK,23,96,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/30/2016,AQS,360130006,1,0.4,ppb,0,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
12/31/2016,AQS,360130006,1,1.3,ppb,1,DUNKIRK,24,100,42401,Sulfur dioxide,27460,"Jamestown-Dunkirk-Fredonia, NY",36,New York,13,Chautauqua,42.49963,-79.31881
1/1/2016,AQS,360270007,1,0.4,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/2/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/3/2016,AQS,360270007,1,0.7,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/4/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,20,83,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/5/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/6/2016,AQS,360270007,1,0.9,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/7/2016,AQS,360270007,1,0.9,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/8/2016,AQS,360270007,1,0.7,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/9/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/10/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/11/2016,AQS,360270007,1,0.7,ppb,0,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/12/2016,AQS,360270007,1,1.3,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/13/2016,AQS,360270007,1,0.8,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/14/2016,AQS,360270007,1,2.8,ppb,3,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/15/2016,AQS,360270007,1,1.5,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/16/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/17/2016,AQS,360270007,1,0.8,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/18/2016,AQS,360270007,1,1.1,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/19/2016,AQS,360270007,1,1.2,ppb,1,MILLBROOK,23,96,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/20/2016,AQS,360270007,1,0.7,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/21/2016,AQS,360270007,1,1,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/22/2016,AQS,360270007,1,0.7,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/23/2016,AQS,360270007,1,1.4,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/24/2016,AQS,360270007,1,1,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/25/2016,AQS,360270007,1,1.7,ppb,1,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/28/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/29/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,21,88,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/30/2016,AQS,360270007,1,0.9,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
1/31/2016,AQS,360270007,1,1.1,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/1/2016,AQS,360270007,1,0.9,ppb,0,MILLBROOK,21,88,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/2/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/3/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/4/2016,AQS,360270007,1,0.7,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/5/2016,AQS,360270007,1,0.4,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/6/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/7/2016,AQS,360270007,1,1.3,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/8/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/9/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/10/2016,AQS,360270007,1,0.9,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/11/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/12/2016,AQS,360270007,1,3.1,ppb,4,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/13/2016,AQS,360270007,1,1.4,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/14/2016,AQS,360270007,1,0.4,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/15/2016,AQS,360270007,1,1.8,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/16/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/17/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/18/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/19/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/20/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/21/2016,AQS,360270007,1,0.7,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/22/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/23/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/24/2016,AQS,360270007,1,0,ppb,0,MILLBROOK,21,88,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/25/2016,AQS,360270007,1,0,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/26/2016,AQS,360270007,1,0.4,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/27/2016,AQS,360270007,1,1,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/28/2016,AQS,360270007,1,1.5,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
2/29/2016,AQS,360270007,1,0.4,ppb,0,MILLBROOK,21,88,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/1/2016,AQS,360270007,1,0.7,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/2/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/3/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/4/2016,AQS,360270007,1,0.9,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/5/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/6/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/7/2016,AQS,360270007,1,0.8,ppb,0,MILLBROOK,23,96,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/8/2016,AQS,360270007,1,2,ppb,3,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/9/2016,AQS,360270007,1,1.2,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/10/2016,AQS,360270007,1,1,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/11/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/12/2016,AQS,360270007,1,0.9,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/13/2016,AQS,360270007,1,1.6,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/14/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/15/2016,AQS,360270007,1,0,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/16/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/17/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/18/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/19/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/20/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/21/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,21,88,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/22/2016,AQS,360270007,1,1,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/23/2016,AQS,360270007,1,1,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/24/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/25/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/26/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/27/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/28/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/29/2016,AQS,360270007,1,1.2,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/30/2016,AQS,360270007,1,0.4,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
3/31/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/1/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/2/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/3/2016,AQS,360270007,1,0.6,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/4/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/5/2016,AQS,360270007,1,0.4,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/6/2016,AQS,360270007,1,0.7,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/7/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/8/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/9/2016,AQS,360270007,1,1.1,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/10/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/11/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/12/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/13/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/14/2016,AQS,360270007,1,0.4,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/15/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/16/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/17/2016,AQS,360270007,1,0.8,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/18/2016,AQS,360270007,1,0.5,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/19/2016,AQS,360270007,1,1.4,ppb,1,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/20/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/21/2016,AQS,360270007,1,0.8,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/22/2016,AQS,360270007,1,0.9,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/23/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/24/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/25/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/26/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/27/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/28/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/29/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
4/30/2016,AQS,360270007,1,0.3,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
5/1/2016,AQS,360270007,1,0.2,ppb,0,MILLBROOK,24,100,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
5/2/2016,AQS,360270007,1,0.1,ppb,0,MILLBROOK,22,92,42401,Sulfur dioxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,27,Dutchess,41.78555,-73.74136
