Date,Source,Site ID,POC,Daily.Max.8.hour.Ozone.Concentration,UNITS,DAILY_AQI_VALUE,Site.Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2016,AQS,360010012,1,0.031,ppm,29,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/2/2016,AQS,360010012,1,0.027,ppm,25,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/3/2016,AQS,360010012,1,0.026,ppm,24,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/4/2016,AQS,360010012,1,0.026,ppm,24,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/5/2016,AQS,360010012,1,0.025,ppm,23,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/6/2016,AQS,360010012,1,0.016,ppm,15,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/7/2016,AQS,360010012,1,0.009,ppm,8,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/8/2016,AQS,360010012,1,0.024,ppm,22,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/9/2016,AQS,360010012,1,0.024,ppm,22,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/10/2016,AQS,360010012,1,0.032,ppm,30,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/11/2016,AQS,360010012,1,0.032,ppm,30,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/12/2016,AQS,360010012,1,0.029,ppm,27,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/13/2016,AQS,360010012,1,0.033,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/14/2016,AQS,360010012,1,0.02,ppm,19,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/15/2016,AQS,360010012,1,0.01,ppm,9,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/16/2016,AQS,360010012,1,0.033,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/17/2016,AQS,360010012,1,0.033,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/18/2016,AQS,360010012,1,0.034,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/20/2016,AQS,360010012,1,0.036,ppm,33,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/21/2016,AQS,360010012,1,0.037,ppm,34,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/22/2016,AQS,360010012,1,0.039,ppm,36,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/23/2016,AQS,360010012,1,0.035,ppm,32,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/24/2016,AQS,360010012,1,0.037,ppm,34,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/25/2016,AQS,360010012,1,0.031,ppm,29,LOUDONVILLE,13,76,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/26/2016,AQS,360010012,1,0.026,ppm,24,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/27/2016,AQS,360010012,1,0.031,ppm,29,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/28/2016,AQS,360010012,1,0.029,ppm,27,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/29/2016,AQS,360010012,1,0.027,ppm,25,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/30/2016,AQS,360010012,1,0.03,ppm,28,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
1/31/2016,AQS,360010012,1,0.034,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/1/2016,AQS,360010012,1,0.034,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/2/2016,AQS,360010012,1,0.037,ppm,34,LOUDONVILLE,13,76,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/3/2016,AQS,360010012,1,0.029,ppm,27,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/4/2016,AQS,360010012,1,0.033,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/5/2016,AQS,360010012,1,0.038,ppm,35,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/6/2016,AQS,360010012,1,0.033,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/7/2016,AQS,360010012,1,0.037,ppm,34,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/8/2016,AQS,360010012,1,0.042,ppm,39,LOUDONVILLE,14,82,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/9/2016,AQS,360010012,1,0.033,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/10/2016,AQS,360010012,1,0.031,ppm,29,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/11/2016,AQS,360010012,1,0.036,ppm,33,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/12/2016,AQS,360010012,1,0.035,ppm,32,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/13/2016,AQS,360010012,1,0.036,ppm,33,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/14/2016,AQS,360010012,1,0.029,ppm,27,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/15/2016,AQS,360010012,1,0.021,ppm,19,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/16/2016,AQS,360010012,1,0.037,ppm,34,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/17/2016,AQS,360010012,1,0.034,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/18/2016,AQS,360010012,1,0.035,ppm,32,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/19/2016,AQS,360010012,1,0.032,ppm,30,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/20/2016,AQS,360010012,1,0.041,ppm,38,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/21/2016,AQS,360010012,1,0.027,ppm,25,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/22/2016,AQS,360010012,1,0.038,ppm,35,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/23/2016,AQS,360010012,1,0.026,ppm,24,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/24/2016,AQS,360010012,1,0.028,ppm,26,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/25/2016,AQS,360010012,1,0.035,ppm,32,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/26/2016,AQS,360010012,1,0.04,ppm,37,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/27/2016,AQS,360010012,1,0.037,ppm,34,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/28/2016,AQS,360010012,1,0.044,ppm,41,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
2/29/2016,AQS,360010012,1,0.039,ppm,36,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/1/2016,AQS,360010012,1,0.04,ppm,37,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/2/2016,AQS,360010012,1,0.037,ppm,34,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/3/2016,AQS,360010012,1,0.038,ppm,35,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/4/2016,AQS,360010012,1,0.039,ppm,36,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/5/2016,AQS,360010012,1,0.04,ppm,37,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/6/2016,AQS,360010012,1,0.044,ppm,41,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/7/2016,AQS,360010012,1,0.029,ppm,27,LOUDONVILLE,13,76,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/8/2016,AQS,360010012,1,0.039,ppm,36,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/9/2016,AQS,360010012,1,0.054,ppm,50,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/10/2016,AQS,360010012,1,0.028,ppm,26,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/11/2016,AQS,360010012,1,0.032,ppm,30,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/12/2016,AQS,360010012,1,0.037,ppm,34,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/13/2016,AQS,360010012,1,0.043,ppm,40,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/14/2016,AQS,360010012,1,0.036,ppm,33,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/15/2016,AQS,360010012,1,0.038,ppm,35,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/16/2016,AQS,360010012,1,0.039,ppm,36,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/17/2016,AQS,360010012,1,0.04,ppm,37,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/18/2016,AQS,360010012,1,0.035,ppm,32,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/19/2016,AQS,360010012,1,0.042,ppm,39,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/20/2016,AQS,360010012,1,0.041,ppm,38,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/21/2016,AQS,360010012,1,0.043,ppm,40,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/22/2016,AQS,360010012,1,0.044,ppm,41,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/23/2016,AQS,360010012,1,0.04,ppm,37,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/24/2016,AQS,360010012,1,0.056,ppm,54,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/25/2016,AQS,360010012,1,0.037,ppm,34,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/26/2016,AQS,360010012,1,0.04,ppm,37,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/27/2016,AQS,360010012,1,0.044,ppm,41,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/28/2016,AQS,360010012,1,0.038,ppm,35,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/29/2016,AQS,360010012,1,0.065,ppm,84,LOUDONVILLE,14,82,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/30/2016,AQS,360010012,1,0.045,ppm,42,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
3/31/2016,AQS,360010012,1,0.052,ppm,48,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/1/2016,AQS,360010012,1,0.04,ppm,37,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/2/2016,AQS,360010012,1,0.043,ppm,40,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/3/2016,AQS,360010012,1,0.041,ppm,38,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/4/2016,AQS,360010012,1,0.039,ppm,36,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/5/2016,AQS,360010012,1,0.044,ppm,41,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/6/2016,AQS,360010012,1,0.045,ppm,42,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/7/2016,AQS,360010012,1,0.043,ppm,40,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/8/2016,AQS,360010012,1,0.039,ppm,36,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/9/2016,AQS,360010012,1,0.043,ppm,40,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/10/2016,AQS,360010012,1,0.04,ppm,37,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/11/2016,AQS,360010012,1,0.035,ppm,32,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/12/2016,AQS,360010012,1,0.039,ppm,36,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/13/2016,AQS,360010012,1,0.042,ppm,39,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/14/2016,AQS,360010012,1,0.045,ppm,42,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/15/2016,AQS,360010012,1,0.048,ppm,44,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/16/2016,AQS,360010012,1,0.049,ppm,45,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/17/2016,AQS,360010012,1,0.057,ppm,58,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/18/2016,AQS,360010012,1,0.059,ppm,64,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/19/2016,AQS,360010012,1,0.049,ppm,45,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/20/2016,AQS,360010012,1,0.051,ppm,47,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/21/2016,AQS,360010012,1,0.064,ppm,80,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/22/2016,AQS,360010012,1,0.057,ppm,58,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/23/2016,AQS,360010012,1,0.042,ppm,39,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/24/2016,AQS,360010012,1,0.048,ppm,44,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/25/2016,AQS,360010012,1,0.046,ppm,43,LOUDONVILLE,13,76,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/26/2016,AQS,360010012,1,0.032,ppm,30,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/27/2016,AQS,360010012,1,0.049,ppm,45,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/28/2016,AQS,360010012,1,0.047,ppm,44,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/29/2016,AQS,360010012,1,0.046,ppm,43,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
4/30/2016,AQS,360010012,1,0.053,ppm,49,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/1/2016,AQS,360010012,1,0.04,ppm,37,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/2/2016,AQS,360010012,1,0.026,ppm,24,LOUDONVILLE,13,76,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/3/2016,AQS,360010012,1,0.035,ppm,32,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/4/2016,AQS,360010012,1,0.028,ppm,26,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/5/2016,AQS,360010012,1,0.032,ppm,30,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/6/2016,AQS,360010012,1,0.034,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/7/2016,AQS,360010012,1,0.038,ppm,35,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/8/2016,AQS,360010012,1,0.039,ppm,36,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/9/2016,AQS,360010012,1,0.044,ppm,41,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/10/2016,AQS,360010012,1,0.047,ppm,44,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/11/2016,AQS,360010012,1,0.053,ppm,49,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/12/2016,AQS,360010012,1,0.059,ppm,64,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/13/2016,AQS,360010012,1,0.041,ppm,38,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/14/2016,AQS,360010012,1,0.048,ppm,44,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/15/2016,AQS,360010012,1,0.034,ppm,31,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/16/2016,AQS,360010012,1,0.044,ppm,41,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/17/2016,AQS,360010012,1,0.044,ppm,41,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/18/2016,AQS,360010012,1,0.043,ppm,40,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/19/2016,AQS,360010012,1,0.045,ppm,42,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/20/2016,AQS,360010012,1,0.049,ppm,45,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/21/2016,AQS,360010012,1,0.046,ppm,43,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/22/2016,AQS,360010012,1,0.048,ppm,44,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/23/2016,AQS,360010012,1,0.055,ppm,51,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/24/2016,AQS,360010012,1,0.036,ppm,33,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/25/2016,AQS,360010012,1,0.076,ppm,119,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/26/2016,AQS,360010012,1,0.075,ppm,115,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/27/2016,AQS,360010012,1,0.068,ppm,93,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/28/2016,AQS,360010012,1,0.06,ppm,67,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/29/2016,AQS,360010012,1,0.054,ppm,50,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
5/30/2016,AQS,360010012,1,0.042,ppm,39,LOUDONVILLE,17,100,44201,Ozone,10580,"Albany-Schenectady-Troy, NY",36,New York,1,Albany,42.68075,-73.75733
