Date,Source,Site ID,POC,Daily.Max.8.hour.Ozone.Concentration,UNITS,DAILY_AQI_VALUE,Site.Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
7/1/2016,AQS,360310003,1,0.048,ppm,44,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/2/2016,AQS,360310003,1,0.027,ppm,25,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/3/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/4/2016,AQS,360310003,1,0.039,ppm,36,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/5/2016,AQS,360310003,1,0.065,ppm,84,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/6/2016,AQS,360310003,1,0.045,ppm,42,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/7/2016,AQS,360310003,1,0.05,ppm,46,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/8/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/9/2016,AQS,360310003,1,0.027,ppm,25,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/10/2016,AQS,360310003,1,0.02,ppm,19,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/11/2016,AQS,360310003,1,0.027,ppm,25,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/12/2016,AQS,360310003,1,0.045,ppm,42,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/13/2016,AQS,360310003,1,0.047,ppm,44,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/14/2016,AQS,360310003,1,0.049,ppm,45,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/15/2016,AQS,360310003,1,0.042,ppm,39,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/16/2016,AQS,360310003,1,0.017,ppm,16,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/17/2016,AQS,360310003,1,0.042,ppm,39,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/18/2016,AQS,360310003,1,0.044,ppm,41,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/19/2016,AQS,360310003,1,0.022,ppm,20,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/20/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/21/2016,AQS,360310003,1,0.055,ppm,51,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/22/2016,AQS,360310003,1,0.044,ppm,41,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/23/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/24/2016,AQS,360310003,1,0.029,ppm,27,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/25/2016,AQS,360310003,1,0.043,ppm,40,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/26/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/28/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/29/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/30/2016,AQS,360310003,1,0.029,ppm,27,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
7/31/2016,AQS,360310003,1,0.028,ppm,26,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/1/2016,AQS,360310003,1,0.022,ppm,20,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/2/2016,AQS,360310003,1,0.028,ppm,26,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/3/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/4/2016,AQS,360310003,1,0.045,ppm,42,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/5/2016,AQS,360310003,1,0.047,ppm,44,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/6/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/7/2016,AQS,360310003,1,0.024,ppm,22,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/8/2016,AQS,360310003,1,0.027,ppm,25,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/9/2016,AQS,360310003,1,0.043,ppm,40,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/10/2016,AQS,360310003,1,0.071,ppm,101,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/11/2016,AQS,360310003,1,0.054,ppm,50,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/12/2016,AQS,360310003,1,0.043,ppm,40,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/13/2016,AQS,360310003,1,0.036,ppm,33,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/14/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/15/2016,AQS,360310003,1,0.025,ppm,23,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/16/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/17/2016,AQS,360310003,1,0.036,ppm,33,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/18/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,16,94,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/19/2016,AQS,360310003,1,0.025,ppm,23,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/20/2016,AQS,360310003,1,0.051,ppm,47,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/21/2016,AQS,360310003,1,0.045,ppm,42,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/22/2016,AQS,360310003,1,0.029,ppm,27,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/23/2016,AQS,360310003,1,0.049,ppm,45,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/24/2016,AQS,360310003,1,0.05,ppm,46,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/25/2016,AQS,360310003,1,0.047,ppm,44,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/26/2016,AQS,360310003,1,0.037,ppm,34,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/27/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/28/2016,AQS,360310003,1,0.05,ppm,46,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/30/2016,AQS,360310003,1,0.047,ppm,44,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
8/31/2016,AQS,360310003,1,0.044,ppm,41,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/1/2016,AQS,360310003,1,0.02,ppm,19,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/2/2016,AQS,360310003,1,0.023,ppm,21,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/3/2016,AQS,360310003,1,0.028,ppm,26,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/4/2016,AQS,360310003,1,0.026,ppm,24,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/5/2016,AQS,360310003,1,0.035,ppm,32,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/6/2016,AQS,360310003,1,0.044,ppm,41,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/7/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/8/2016,AQS,360310003,1,0.038,ppm,35,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/9/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/10/2016,AQS,360310003,1,0.043,ppm,40,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/11/2016,AQS,360310003,1,0.028,ppm,26,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/12/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/13/2016,AQS,360310003,1,0.056,ppm,54,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/14/2016,AQS,360310003,1,0.029,ppm,27,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/15/2016,AQS,360310003,1,0.024,ppm,22,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/16/2016,AQS,360310003,1,0.038,ppm,35,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/17/2016,AQS,360310003,1,0.039,ppm,36,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/18/2016,AQS,360310003,1,0.037,ppm,34,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/19/2016,AQS,360310003,1,0.042,ppm,39,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/20/2016,AQS,360310003,1,0.047,ppm,44,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/21/2016,AQS,360310003,1,0.048,ppm,44,WHITEFACE BASE,13,76,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/22/2016,AQS,360310003,1,0.053,ppm,49,WHITEFACE BASE,13,76,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/23/2016,AQS,360310003,1,0.022,ppm,20,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/24/2016,AQS,360310003,1,0.026,ppm,24,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/25/2016,AQS,360310003,1,0.032,ppm,30,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/26/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/27/2016,AQS,360310003,1,0.037,ppm,34,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/28/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/29/2016,AQS,360310003,1,0.027,ppm,25,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
9/30/2016,AQS,360310003,1,0.028,ppm,26,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/1/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/2/2016,AQS,360310003,1,0.028,ppm,26,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/3/2016,AQS,360310003,1,0.018,ppm,17,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/4/2016,AQS,360310003,1,0.019,ppm,18,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/5/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/6/2016,AQS,360310003,1,0.039,ppm,36,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/7/2016,AQS,360310003,1,0.047,ppm,44,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/8/2016,AQS,360310003,1,0.038,ppm,35,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/9/2016,AQS,360310003,1,0.024,ppm,22,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/10/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/11/2016,AQS,360310003,1,0.035,ppm,32,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/12/2016,AQS,360310003,1,0.045,ppm,42,WHITEFACE BASE,16,94,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/13/2016,AQS,360310003,1,0.035,ppm,32,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/17/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/18/2016,AQS,360310003,1,0.04,ppm,37,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/19/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/20/2016,AQS,360310003,1,0.027,ppm,25,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/21/2016,AQS,360310003,1,0.02,ppm,19,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/22/2016,AQS,360310003,1,0.018,ppm,17,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/23/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/24/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/25/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/26/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/28/2016,AQS,360310003,1,0.021,ppm,19,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/29/2016,AQS,360310003,1,0.032,ppm,30,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/30/2016,AQS,360310003,1,0.021,ppm,19,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
10/31/2016,AQS,360310003,1,0.026,ppm,24,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/1/2016,AQS,360310003,1,0.037,ppm,34,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/2/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/3/2016,AQS,360310003,1,0.027,ppm,25,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/4/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/5/2016,AQS,360310003,1,0.028,ppm,26,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/6/2016,AQS,360310003,1,0.024,ppm,22,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/7/2016,AQS,360310003,1,0.041,ppm,38,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/8/2016,AQS,360310003,1,0.044,ppm,41,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/9/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,14,82,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/10/2016,AQS,360310003,1,0.04,ppm,37,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/11/2016,AQS,360310003,1,0.037,ppm,34,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/12/2016,AQS,360310003,1,0.042,ppm,39,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/13/2016,AQS,360310003,1,0.041,ppm,38,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/14/2016,AQS,360310003,1,0.039,ppm,36,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/15/2016,AQS,360310003,1,0.038,ppm,35,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/16/2016,AQS,360310003,1,0.036,ppm,33,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/17/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/18/2016,AQS,360310003,1,0.049,ppm,45,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/19/2016,AQS,360310003,1,0.047,ppm,44,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/20/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/21/2016,AQS,360310003,1,0.036,ppm,33,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/22/2016,AQS,360310003,1,0.037,ppm,34,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/23/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/24/2016,AQS,360310003,1,0.027,ppm,25,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/25/2016,AQS,360310003,1,0.024,ppm,22,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/26/2016,AQS,360310003,1,0.032,ppm,30,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/27/2016,AQS,360310003,1,0.032,ppm,30,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/28/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/29/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
11/30/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,14,82,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/1/2016,AQS,360310003,1,0.022,ppm,20,WHITEFACE BASE,16,94,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/2/2016,AQS,360310003,1,0.027,ppm,25,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/3/2016,AQS,360310003,1,0.038,ppm,35,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/4/2016,AQS,360310003,1,0.04,ppm,37,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/5/2016,AQS,360310003,1,0.03,ppm,28,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/6/2016,AQS,360310003,1,0.024,ppm,22,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/7/2016,AQS,360310003,1,0.031,ppm,29,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/8/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/9/2016,AQS,360310003,1,0.038,ppm,35,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/10/2016,AQS,360310003,1,0.038,ppm,35,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/11/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/12/2016,AQS,360310003,1,0.029,ppm,27,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/13/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/14/2016,AQS,360310003,1,0.039,ppm,36,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/15/2016,AQS,360310003,1,0.036,ppm,33,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/16/2016,AQS,360310003,1,0.036,ppm,33,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/17/2016,AQS,360310003,1,0.032,ppm,30,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/18/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/19/2016,AQS,360310003,1,0.039,ppm,36,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/20/2016,AQS,360310003,1,0.043,ppm,40,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/21/2016,AQS,360310003,1,0.038,ppm,35,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/22/2016,AQS,360310003,1,0.037,ppm,34,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/23/2016,AQS,360310003,1,0.043,ppm,40,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/24/2016,AQS,360310003,1,0.038,ppm,35,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/25/2016,AQS,360310003,1,0.037,ppm,34,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/26/2016,AQS,360310003,1,0.04,ppm,37,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/27/2016,AQS,360310003,1,0.028,ppm,26,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/28/2016,AQS,360310003,1,0.034,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/29/2016,AQS,360310003,1,0.033,ppm,31,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
12/30/2016,AQS,360310003,1,0.032,ppm,30,WHITEFACE BASE,17,100,44201,Ozone,,,36,New York,31,Essex,44.39308,-73.8589
1/1/2016,AQS,360319991,1,0.034,ppm,31,Huntington Wildlife Forest,17,100,44201,Ozone,,,36,New York,31,Essex,43.9731,-74.2232
1/2/2016,AQS,360319991,1,0.03,ppm,28,Huntington Wildlife Forest,17,100,44201,Ozone,,,36,New York,31,Essex,43.9731,-74.2232
1/3/2016,AQS,360319991,1,0.029,ppm,27,Huntington Wildlife Forest,17,100,44201,Ozone,,,36,New York,31,Essex,43.9731,-74.2232
1/4/2016,AQS,360319991,1,0.03,ppm,28,Huntington Wildlife Forest,17,100,44201,Ozone,,,36,New York,31,Essex,43.9731,-74.2232
1/5/2016,AQS,360319991,1,0.032,ppm,30,Huntington Wildlife Forest,17,100,44201,Ozone,,,36,New York,31,Essex,43.9731,-74.2232
1/6/2016,AQS,360319991,1,0.034,ppm,31,Huntington Wildlife Forest,17,100,44201,Ozone,,,36,New York,31,Essex,43.9731,-74.2232
1/7/2016,AQS,360319991,1,0.026,ppm,24,Huntington Wildlife Forest,17,100,44201,Ozone,,,36,New York,31,Essex,43.9731,-74.2232
1/8/2016,AQS,360319991,1,0.035,ppm,32,Huntington Wildlife Forest,17,100,44201,Ozone,,,36,New York,31,Essex,43.9731,-74.2232
1/11/2016,AQS,360319991,1,0.034,ppm,31,Huntington Wildlife Forest,17,100,44201,Ozone,,,36,New York,31,Essex,43.9731,-74.2232
